"{year, month, day, Nxz, Ny, TDV, Re, ksi, chi, r/R, lfi, wall, Rvac, etawall, Rm, m, n, gamma, \[Delta]gamma, omega, \[Delta]omega, kalibr+BC}"
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.8, 7.853981633974483, 0, 2, 0, 20.0391, 1, 1, 0, 0.4, 0.93, 0.05, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.775, 8.107335880231725, 0, 2, 0, 19.9256, 1, 1, 0, 0.3, 0.9, 0.1, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.75, 8.377580409572781, 0, 2, 0, 19.9605, 1, 1, 0, 0.3, 0.84, 0.05, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 2, 0, 20.14, 1, 1, 0, 0.2, 0.8, 0.2, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.675, 9.30842267730309, 0, 2, 0, 20.3764, 1, 1, 0, 0.21, 0.7, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 2, 0, 42, 1, 2, 0, 0.5, 1.1, 0.2, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 2, 0, 20.3798, 1, 1, 0, 0.3, 0.75, 0.5, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.625, 10.053096491487338, 0, 2, 0, 37.6689, 1, 2, 0, 0.1, 0.47, 0.05, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.6, 10.471975511965978, 0, 2, 0, 34.113, 1, 2, 0, 0.05, 0.741, 0.005, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.575, 10.927278795094933, 0, 2.5, 0, 30.5, 1, 2, 0, 0.1, 0.74, 0.2, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 2.5, 0, 27.8, 1, 2, 0, 0.2, 0.38, 0.5, "homogen"}
{2010, 7, 15, 64, 32, 0, 0, Infinity, 1, 0.525, 11.967972013675402, 0, 2.5, 0, 25.3, 1, 2, 0, 0.2, 0.33, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 2, 1, 23.5, 1, 2, 0, 0.1, 0.6, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.475, 13.227758541430708, 0, 2, 1, 21.6, 1, 2, 0, 0.2, 0, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 2, 1, 20., 1, 2, 0, 0.2, 0, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.425, 14.78396542865785, 0, 2, 1, 18.8, 1, 2, 0, 0.2, 0.55, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.4, 15.707963267948966, 0, 2, 1, 17.6, 1, 2, 0, 0.1, 0.44, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.375, 16.755160819145562, 0, 2, 1, 16.5, 1, 2, 0, 0.1, 0, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 2, 1, 23.3, 1, 3, 0, 0.1, 0, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 2, 1, 18, 1, 2, 0, 0.5, 0, 0.5, "homogen"}
{2010, 7, 16, 64, 32, 0, 0, Infinity, 1, 0.325, 19.33287786824488, 0, 2, 1, 20.6962, 1, 3, 0, 0.05, 0, 0.5, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 1, 2*Pi, 0, 2, 0, 20.3521, 1, 1, 0, 0.5, 0.58, 0.05, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0, 8.97598, 0, 2.5, 0, 53.697476, 1, 1, 0, 0.001, 12.789, 0.001, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.05, 8.97598, 0, 2.5, 0, 53.778737, 1, 1, 0, 0.001, 12.805, 0.005, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.1, 8.97598, 0, 2.5, 0, 54.018691, 1, 1, 0, 0.001, 12.86, 0.01, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.15, 8.97598, 0, 2.5, 0, 54.4055, 1, 1, 0, 0.001, 12.947, 0.01, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.2, 8.97598, 0, 2.5, 0, 54.9204, 1, 1, 0, 0.002, 13.062, 0.01, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.25, 8.97598, 0, 2.5, 0, 55.5277, 1, 1, 0, 0.002, 13.2, 0.02, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.3, 8.97598, 0, 2.5, 0, 56.1905, 1, 1, 0, 0.002, 13.355, 0.02, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.35, 8.97598, 0, 2.5, 0, 56.8542, 1, 1, 0, 0.002, 13.51, 0.03, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.4, 8.97598, 0, 2.5, 0, 57.5, 1, 1, 0, 0.1, 13.6, 0.5, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.5, 8.97598, 0, 2.5, 0, 59, 1, 1, 0, 1, 2, 0.3, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.5, 8.97598, 0, 2.5, 0, 59, 2, 1, 0, 1, 13.5, 0.5, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.55, 8.97598, 0, 2.5, 0, 54.3, 1, 1, 0, 1, 2, 0.5, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.7, 8.97598, 0, 2.5, 0, 41.6201, 1, 1, 0, 1, 10.87, 0.5, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.75, 8.97598, 0, 2.5, 0, 34.459, 1, 1, 0, 1, 9.18, 0.5, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.8, 8.97598, 0, 2.5, 0, 28.95, 1, 1, 0, 0.01, 8.2886, 0.001, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.85, 8.97598, 0, 2.5, 0, 28.99, 1, 1, 0, 0.01, 8.795, 0.005, "homogen"}
{2010, 7, 21, 64, 32, 0, 0, Infinity, 0.5, 0.9, 8.97598, 0, 2.5, 0, 39.67, 1, 1, 0, 0.01, 11.999, 0.001, "homogen"}
{2010, 8, 5, 64, 32, 0, 0, Infinity, 1, 0.75, 8.377580409572781, 0.2, 3, 0.2, 19.7, 1, 1, 0, 0.2, 0.37, 0.5, "homogen"}
{2010, 8, 5, 64, 32, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0.2, 3, 0.2, 30.2, 1, 1, 0, 0.1, 0.34, 0.5, "homogen"}
{2010, 8, 5, 64, 32, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0.2, 3, 0.2, 24.55, 1, 2, 0, 0.5, 0.33, 0.5, "homogen"}
{2010, 8, 5, 64, 32, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0.2, 3, 0.2, 21.7, 1, 2, 0, 0.5, 0.31, 0.5, "homogen"}
{2010, 8, 5, 64, 32, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0.2, 3, 0.2, 23.5, 1, 3, 0, 0.5, 0.5, 0.5, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 1., 6.283185307179586, 0, 3, 1, 20.35, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.95, 6.613879270715354, 0, 3, 1, 20.74, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.925, 6.792632764518471, 0, 3, 1, 20.17, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.925, 6.792632764518471, 0, 3, 1, 20.03, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.9, 6.981317007977318, 0, 3, 1, 20.31, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.875, 7.180783208205241, 0, 3, 1, 20.19, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.85, 7.391982714328925, 0, 3, 1, 20.198, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.825, 7.615982190520711, 0, 3, 1, 20.035, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.8, 7.853981633974483, 0, 3, 1, 20.145, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.775, 8.107335880231725, 0, 3, 1, 20.23, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.75, 8.377580409572781, 0, 3, 1, 20.14, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.725, 8.666462492661498, 0, 3, 1, 19.89, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 20.2855, 1, 1, 0, 0.1, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1.5, 1., 6.283185307179586, 0, 3, 1, 16.6, 1, 1, -0.2, 0.2, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1.5, 0.975, 6.444292622748295, 0, 3, 1, 21.63, 1, 1, -0.05, 0.2, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1.5, 0.95, 6.613879270715354, 0, 3, 1, 26.55, 1, 1, -0.02, 0.01, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1.5, 0.925, 6.792632764518471, 0, 3, 1, 34.2, 1, 1, -0.05, 0.01, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1.5, 0.9, 6.981317007977318, 0, 3, 1, 49.5, 1, 1, -0.05, 0.01, 0, 10, "homogen"}
{2010, 7, 21, 128, 64, 0, 0, Infinity, 1.5, 0.875, 7.180783208205241, 0, 3, 1, 46.45, 1, 2, 0, 0.01, 0, 10, "homogen"}
{2010, 8, 10, 256, 176, 0, 0, Infinity, 1, 0.75, 8.377580409572781, 0, 3, 1, 20.0615, 1, 1, 0.02, 0.005, 0, 10, "homogen"}
{2010, 8, 10, 256, 176, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 20.0588, 1, 1, 0.04, 0.005, 0, 10, "homogen"}
{2010, 8, 11, 256, 176, 0, 0, Infinity, 1, 0.75, 8.377580409572781, 0.2, 2.5, 5, 30.4, 1, "?", 0.5, 0.1, 0, 10, "homogen"}
{2010, 8, 18, 128, 64, 0, 0, Infinity, 1, 0.75, 8.377580409572781, 0, 3, 1, 19.839, 1, 1, 0, 0.01, 0.33, 0.5, "homogen"}
{2010, 8, 18, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 20.3, 1, 1, 0, 0.21, 0.31, 0.5, "homogen"}
{2010, 8, 18, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 23.5, 1, 1, 0, 0.21, 0, 10, "homogen"}
{2010, 8, 18, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 25.7, 1, 2, 0, 0.2, 0, 10, "homogen"}
{2010, 8, 18, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 21.4, 1, 2, 0, 0.5, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55555, 11.309846651389769, 0, 3, 1, 22, 1, 1, 0.034, 0.05, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55555, 11.309846651389769, 0, 3, 1, 21.9024, 1, 1, 0.0324, 0.05, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55555, 11.309846651389769, 0, 3, 1, 21.8093, 1, 1, 0.03062, 0.05, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45555, 13.792526192908761, 0, 3, 1, 21.8093, 1, 2, 0.13, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45555, 13.792526192908761, 0, 3, 1, 21.4, 1, 2, 0.095, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45555, 13.792526192908761, 0, 3, 1, 21.1392, 1, 2, 0.07, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35555, 17.671734797298797, 0, 3, 1, 21.1392, 1, 2, 0.32, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35555, 17.671734797298797, 0, 3, 1, 20.05, 1, 2, 0.25, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35555, 17.671734797298797, 0, 3, 1, 19.31, 1, 2, 0.205, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 18, 1, 1, -0.07, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 20, 1, 1, 0.024, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 22, 1, 1, 0.1, 0.001, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 24, 1, 1, 0.17, 0.001, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 26, 1, 1, 0.235, 0.001, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.65, 9.66643893412244, 0, 3, 1, 28, 1, 1, 0.295, 0.001, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 28, 1, 2, 0.03, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 30, 1, 2, 0.185, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 32, 1, 2, 0.365, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 34, 1, 2, 0.535, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 36, 1, 2, 0.71, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 38, 1, 2, 0.87, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 38, 1, 2, 1.438, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 40, 1, 2, 1.571, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 42, 1, 2, 1.71, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 44, 1, 2, 1.84, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 46, 1, 2, 1.97, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 48, 1, 2, 2.098, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 48, 1, 3, 1.95, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 50, 1, 3, 2.091, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 52, 1, 3, 2.226, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 54, 1, 3, 2.358, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 56, 1, 3, 2.489, 0.01, 0, 10, "homogen"}
{2010, 8, 19, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 58, 1, 3, 2.616, 0.01, 0, 10, "homogen"}
{2010, 8, 21, 128, 64, 0, 0, Infinity, 0.5, 0.85, 7.391982714328925, 0, 3, 1, 80, 1, 1, -0.285, 0.01, 0, 10, "homogen"}
{2010, 8, 21, 128, 64, 0, 0, Infinity, 0.5, 0.8, 7.853981633974483, 0, 3, 1, 80, 1, 1, 0.35, 0.05, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.6, 10.471975511965978, 0, 3, 1, 30, 1, 1, 0.2451, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.6, 10.471975511965978, 0, 3, 1, 32, 1, 1, 0.278, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.6, 10.471975511965978, 0, 3, 1, 34, 1, 1, 0.307, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.6, 10.471975511965978, 0, 3, 1, 36, 1, 1, 0.335, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.6, 10.471975511965978, 0, 3, 1, 38, 1, 1, 0.358, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 40, 1, 2, 1.03, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 42, 1, 2, 1.185, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 44, 1, 2, 1.35, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 46, 1, 2, 1.5, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.55, 11.423973285781065, 0, 3, 1, 48, 1, 2, 1.645, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 3, 1, 48, 1, 2, 2.02, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 3, 1, 50, 1, 2, 2.165, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 3, 1, 52, 1, 2, 2.31, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 3, 1, 54, 1, 2, 2.45, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 3, 1, 56, 1, 2, 2.59, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.5, 12.566370614359172, 0, 3, 1, 58, 1, 2, 2.715, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 58, 1, 2, 2.698, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 60, 1, 2, 2.805, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 62, 1, 2, 2.92, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 64, 1, 2, 3.02, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 66, 1, 2, 3.135, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.45, 13.962634015954636, 0, 3, 1, 68, 1, 2, 3.244, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.4, 15.707963267948966, 0, 3, 1, 70, 1, 2, 2.63, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.4, 15.707963267948966, 0, 3, 1, 72, 1, 2, 2.7, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.4, 15.707963267948966, 0, 3, 1, 74, 1, 2, 2.7, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.4, 15.707963267948966, 0, 3, 1, 76, 1, 2, 2.83, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.4, 15.707963267948966, 0, 3, 1, 78, 1, 2, 2.895, 0.01, 0, 10, "homogen"}
{2010, 8, 20, 128, 64, 0, 0, Infinity, 1, 0.35, 17.951958020513104, 0, 3, 1, 78, 1, 3, 3.819, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 18, 1, 1, -0.06, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 20, 1, 1, 0.02, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 22, 1, 1, 0.1, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 24, 1, 1, 0.179, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 26, 1, 1, 0.248, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.7, 8.975979010256552, 0, 3, 1, 28, 1, 1, 0.31, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.68, 9.239978392911155, 0, 3, 1, 22, 1, 1, 0.1046, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.68, 9.239978392911155, 0, 3, 1, 24, 1, 1, 0.1878, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.68, 9.239978392911155, 0, 3, 1, 26, 1, 1, 0.263, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.68, 9.239978392911155, 0, 3, 1, 28, 1, 1, 0.333, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.66, 9.519977738150889, 0, 3, 1, 18, 1, 1, -0.06, 0.03, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.66, 9.519977738150889, 0, 3, 1, 20, 1, 1, 0.023, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.66, 9.519977738150889, 0, 3, 1, 22, 1, 1, 0.104, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.66, 9.519977738150889, 0, 3, 1, 24, 1, 1, 0.179, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.66, 9.519977738150889, 0, 3, 1, 26, 1, 1, 0.248, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.66, 9.519977738150889, 0, 3, 1, 28, 1, 1, 0.313, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.64, 9.817477042468104, 0, 3, 1, 18, 1, 1, -0.069, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.64, 9.817477042468104, 0, 3, 1, 20, 1, 1, 0.015, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.64, 9.817477042468104, 0, 3, 1, 22, 1, 1, 0.088, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.64, 9.817477042468104, 0, 3, 1, 24, 1, 1, 0.155, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.64, 9.817477042468104, 0, 3, 1, 26, 1, 1, 0.217, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.64, 9.817477042468104, 0, 3, 1, 28, 1, 1, 0.272, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.62, 10.134169850289656, 0, 3, 1, 18, 1, 1, -0.04, 0.02, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.62, 10.134169850289656, 0, 3, 1, 20, 1, 1, 0.017, 0.02, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.62, 10.134169850289656, 0, 3, 1, 22, 1, 1, 0.082, 0.01, 0, 10, "homogen"}
{2010, 8, 24, 128, 64, 0, 0, Infinity, 1, 0.62, 10.134169850289656, 0, 3, 1, 24, 1, 1, 0.14, 0.01, 0, 10, "homogen"}
